"District","Division","Area","Club Number","Club Name","Club Status","Mem. Base","Active Members","Goals Met","Level 1s","Level 2s","Add. Level 2s","Level 3s","Level 4s, Level 5s, or DTM award","Add. Level 4s, Level 5s, or DTM award","New Members","Add. New Members","Off. Trained Round 1","Off. Trained Round 2","Mem. dues on time Oct","Mem. dues on time Apr","Off. List On Time","Club Distinguished Status"
"91","H","15","00840230","Croydon Communicators Club","Active","20","29","7","3","2","1","1","1","1","4","13","5","4","1","1","1","S"
"91","H","15","01638915","Purley Speakers","Active","25","20","9","4","2","0","2","1","1","4","4","7","7","1","1","1","P"
"91","H","15","07110466","Liberty Speakers Club","Active","14","11","3","0","0","0","0","0","0","4","2","7","5","1","1","1",""
"91","H","32","00007298","Arun Speakers","Active","17","23","5","3","1","0","1","1","2","4","2","4","4","1","1","1","D"
"91","H","32","01321786","County Communicators","Active","18","17","7","3","2","1","2","1","2","4","1","7","4","1","1","1",""
"91","H","32","01503299","Worthing Speakers Club","Active","28","36","10","7","2","2","4","1","5","4","15","5","4","1","1","1","P"
"91","H","32","05492830","Gatwick Communicators","Active","19","16","5","1","2","0","1","1","1","4","1","1","4","1","1","1",""
"91","H","32","07813669","Sussex Online Speakers","Active","27","21","10","7","2","2","3","1","4","4","5","7","6","1","1","1","P"
"91","H","35","00008959","Bromley Speakers","Active","29","29","5","5","1","0","0","0","0","4","10","4","4","1","1","1","D"
"91","H","35","00762850","Meridian Speakers Club","Active","19","23","7","5","2","1","2","0","0","4","7","4","4","1","1","1","S"
"91","H","35","01246707","Lewisham Speakers Club","Active","12","14","3","1","0","0","0","0","0","4","4","4","2","0","1","1",""
"91","H","35","03518670","Connected Speakers Bromley","Active","8","13","7","0","0","0","2","1","1","4","7","6","5","1","1","1","S"
"91","H","35","06630662","Beckenham Communicators","Active","33","48","10","6","2","4","4","1","2","4","29","4","6","1","1","1","P"
"91","H","37","00009934","Kent Speakers Club","Active","34","46","9","5","2","0","2","1","2","4","21","6","4","1","1","1","P"
"91","H","37","00710647","Canterbury Communicators Club","Active","17","14","5","1","1","0","2","1","0","4","4","3","2","1","1","1",""
"91","H","37","00739066","Tunbridge Wells Speakers Club","Active","25","26","7","4","2","2","2","0","0","4","10","4","2","1","1","1","S"
"91","H","37","00782690","Toasted Sandwich Toastmasters Club","Active","8","10","4","0","1","0","1","1","1","4","0","7","2","1","1","2",""
"91","H","37","07201549","Spirited Speakers","Suspended","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",""
"91","H","55","00005439","Brighton & Hove Speakers Club","Active","37","39","7","4","2","0","0","1","0","4","24","4","4","1","1","1","S"
"91","H","55","00941371","Eastbourne Speakers Club","Active","15","12","1","0","0","0","0","0","0","3","0","4","5","1","1","0",""
"91","H","55","01240705","Battle Speakers Club","Active","5","9","7","2","2","0","2","1","3","4","4","0","2","1","1","1","S"
"91","H","55","02798330","Lewes Speakers Club","Active","12","17","7","0","2","0","2","1","3","4","6","1","2","1","1","1","S"
"91","H","55","05424679","TPR Speakers Club","Active","8","14","3","0","0","0","0","0","0","4","13","0","0","1","1","1",""
"91","J","04","00000309","Thame Speakers","Active","22","22","10","5","2","2","2","1","1","4","4","7","7","1","1","1","P"
"91","J","04","00000762","Aylesbury Speakers","Active","22","26","6","3","1","0","2","1","0","4","5","5","5","1","1","1","D"
"91","J","04","00004827","Chiltern Speakers Club","Active","33","38","9","5","2","0","2","1","3","4","17","5","5","1","1","1","P"
"91","J","04","01053038","Berkhamsted Speakers Club","Active","20","26","9","4","2","2","0","1","1","4","10","5","6","1","1","1","P"
"91","J","07","00003297","Oxford Speakers Club","Active","35","33","10","4","2","2","2","1","1","4","10","6","5","1","1","1","P"
"91","J","07","00004166","North Oxford Speakers","Active","20","24","9","4","2","0","2","1","1","4","16","4","5","1","1","1","P"
"91","J","07","00005503","Bicester Achievers Toastmasters Club","Active","13","17","5","1","1","0","1","1","2","4","3","4","4","1","1","1","D"
"91","J","07","01045890","Oxford Orators Club","Active","11","14","10","4","2","2","3","1","2","4","9","4","5","1","1","1","P"
"91","J","07","07479608","Witney Speakers Club","Active","20","20","9","4","2","0","2","1","1","4","7","4","5","1","1","1","P"
"91","J","10","01014712","Voice of Wales Speakers Club","Active","20","20","8","2","2","0","3","1","1","4","4","7","5","1","1","1","S"
"91","J","10","02205990","Cardiff Toastmasters","Active","34","28","9","4","2","2","2","1","3","4","17","6","3","1","1","1","P"
"91","J","10","06688553","Valleys and Vale Speakers","Active","14","19","9","1","2","2","2","1","1","4","7","5","4","1","1","1","P"
"91","J","10","07068028","Wye Knot Speakers","Active","20","20","9","4","2","3","4","1","2","4","3","7","7","1","1","1","P"
"91","J","10","28676545","Toast Titans","Active","21","21","1","0","0","0","0","0","0","0","0","0","0","0","1","1",""
"91","J","11","01182918","Cheltenham Speakers","Active","20","25","4","4","0","0","1","0","0","4","10","0","0","1","1","1",""
"91","J","11","03105854","Malvern Speakers","Active","22","15","7","2","2","2","1","1","2","4","2","5","5","1","1","1",""
"91","J","11","04277469","Gloucester Speakers","Active","7","10","2","1","0","0","1","0","0","4","5","5","3","0","0","0",""
"91","J","11","07084351","Worcester Speakers","Active","24","20","9","4","2","1","2","1","1","4","7","6","4","1","1","1","P"
"91","J","22","00005161","Thamesdown Speakers Club ","Active","12","16","3","0","0","0","0","0","0","4","7","4","3","1","1","1",""
"91","J","22","00006874","Abingdon Speakers Club","Active","13","10","4","3","2","0","1","1","0","4","0","4","2","0","1","1",""
"91","J","22","05494849","Infineum Milton Hill Speakers","Active","19","26","7","2","2","0","1","1","1","4","7","6","4","1","1","1","S"
"91","J","22","06870121","Melting Pot Toastmasters","Active","17","21","9","4","2","2","1","1","1","4","5","5","5","0","1","1","P"
"91","J","22","07463526","Didcot Speakers Toastmasters Club","Active","18","20","10","4","2","2","2","1","1","4","8","5","5","1","1","1","P"
"91","K","03","00760422","MLP London Bridge Speakers","Active","12","12","6","0","0","0","1","1","2","4","6","6","4","1","1","1",""
"91","K","03","01811645","London Public Speakers","Active","49","61","10","4","2","2","3","1","1","4","50","5","7","1","1","1","P"
"91","K","03","05987771","Central London Toastmasters","Active","49","41","10","4","2","4","4","1","1","4","41","7","7","1","1","1","P"
"91","K","03","06787373","London Toastmasters","Active","12","15","6","0","0","0","1","1","1","4","9","4","4","0","1","1","D"
"91","K","03","07432434","Acuris London Toastmasters","Active","9","23","2","0","0","0","0","0","0","4","14","0","2","0","1","0",""
"91","K","03","07814710","LSBU Business School Toastmasters Club","Ineligible","20","3","2","0","0","0","0","0","0","2","0","5","4","1","0","1",""
"91","K","12","01492774","Woodford Green Speakers","Active","15","10","4","2","2","0","1","1","1","0","0","4","3","1","1","1",""
"91","K","12","04137457","Stratford London Toastmasters","Active","11","14","7","3","2","2","4","1","1","4","4","3","4","0","1","0","S"
"91","K","12","04580487","Tottenham Speakers Club","Active","11","8","1","0","0","0","0","0","0","1","0","5","2","1","1","1",""
"91","K","12","06113540","Barking Toastmasters","Active","16","14","3","2","0","0","0","0","0","4","6","6","2","1","1","1",""
"91","K","12","07246774","Romford Speakers","Active","16","22","9","8","2","3","3","1","0","4","14","6","5","1","1","1","P"
"91","K","13","00778270","Canary Wharf Communicators Club","Active","17","12","3","1","0","0","0","0","0","4","4","6","3","0","1","1",""
"91","K","13","01352811","Speakers Corner","Active","21","16","3","1","1","0","1","0","0","4","5","0","4","1","1","1",""
"91","K","13","05930690","db Toastmasters - Canary Wharf","Active","15","10","4","1","1","0","0","1","1","2","0","5","6","1","1","2",""
"91","K","13","06541394","Master Speakers","Active","15","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"91","K","13","07447145","Moody's Europe Toastmasters","Active","27","23","7","4","2","0","1","1","1","4","2","4","6","1","1","1","S"
"91","K","13","28675663","LHH Toastmasters Club","Active","25","26","2","0","0","0","0","0","0","4","0","0","2","1","1","1",""
"91","K","31","00002656","Speakeasy@Credit Suisse","Active","20","13","1","0","0","0","0","0","0","0","0","0","0","1","0","1",""
"91","K","31","00008923","Wharf Speakers","Active","21","21","9","4","2","2","2","1","0","4","5","7","7","1","1","2","P"
"91","K","31","06718705","MS Orators","Active","24","30","5","1","2","0","0","0","0","4","8","4","4","0","1","1","D"
"91","K","31","07643327","London-Glasgow Toastmasters","Active","8","21","5","4","0","0","1","1","0","4","18","1","4","1","1","1","D"
"91","L","16","00009079","Excalibur Speakers","Active","24","24","9","4","2","2","3","1","2","4","1","7","7","1","1","1","P"
"91","L","16","02684362","Experience French","Active","21","21","7","3","2","0","1","1","3","4","11","4","4","1","1","1","S"
"91","L","16","04321433","Data Science Speakers Club","Active","23","33","10","4","2","2","3","1","1","4","20","6","7","1","1","1","P"
"91","L","16","07569190","Amazon UKIR Toastmasters","Active","21","14","2","1","0","0","0","0","0","4","5","0","1","1","0","0",""
"91","L","16","28675905","Dr. Martens Toastmasters Club","Active","20","23","1","0","0","0","0","0","0","0","0","0","0","0","1","1",""
"91","L","47","00000501","London Communicators Club","Active","11","17","3","1","1","0","0","0","0","4","13","0","1","1","1","1",""
"91","L","47","00647094","Northern Lights Speakers Club","Active","19","23","7","4","2","2","1","1","0","4","8","2","4","1","1","1","S"
"91","L","47","01407974","Angel Speakers","Active","10","9","3","1","0","0","0","0","0","4","3","6","4","0","1","1",""
"91","L","47","04413554","Kings Cross Speakers","Active","22","27","5","2","2","0","1","0","0","4","13","4","4","1","1","1","D"
"91","L","47","05606419","Manor House Speakers","Active","14","13","4","1","1","0","0","1","0","4","5","1","4","1","1","1",""
"91","L","47","05961042","Winchmore Hill Speakers","Active","10","24","3","1","0","0","0","0","0","4","19","1","3","1","1","1",""
"91","L","56","00893055","City Women Speakers","Active","30","28","7","4","0","0","0","1","1","4","6","4","4","1","1","1","S"
"91","L","56","01107650","Bank Speakers","Active","14","14","3","1","1","0","0","0","0","4","2","6","4","1","1","1",""
"91","L","56","02271336","BlackRock Speaks","Active","13","14","3","6","0","0","0","0","0","4","4","0","3","0","1","0",""
"91","L","56","05042742","Deutsche Bank Toastmasters London","Active","12","9","3","0","0","0","0","0","0","4","4","1","0","1","0","1",""
"91","L","56","06816509","Accenture Speakers (London)","Active","23","13","1","0","0","0","0","0","0","4","1","2","0","1","1","0",""
"91","L","61","00002326","HOD Speakers Club","Active","13","23","5","2","0","0","1","1","1","4","14","3","4","1","1","1","D"
"91","L","61","00007749","Harrovian Speakers Toastmasters","Active","24","20","5","0","0","0","1","1","0","4","7","7","7","1","1","1","D"
"91","L","61","01139794","Watford Speakers","Active","12","15","3","0","1","0","0","0","0","4","3","4","4","1","1","1",""
"91","L","61","03688847","TJXpressions","Active","20","15","4","0","1","0","0","1","0","4","0","6","7","0","1","1",""
Month of Jun, As of 09/13/2025
